resultCode,resultMsg,accDefRate,accExamCnt,accExamCompCnt,careCnt,clearCnt,createDt,deathCnt,decideCnt,examCnt,resutlNegCnt,seq,stateDt,stateTime,updateDt,numOfRows,pageNo,totalCount
0,NORMAL SERVICE.,1.913511364,571014,558293,2324,8213,2020-04-21 10:11,237,10683,12721,547610,113,20200421,0:00,2020-04-21 10:11,10,1,435
0,NORMAL SERVICE.,1.937015247,563035,551054,2385,8114,2020-04-20 10:26,236,10674,11981,540380,112,20200420,0:00,2020-04-20 10:26,10,1,435
0,NORMAL SERVICE.,1.949472083,559109,546866,2484,8042,2020-04-19 10:27,234,10661,12243,536205,111,20200419,0:00,2020-04-19 10:27,10,1,435
0,NORMAL SERVICE.,1.968098078,554834,541284,2576,7937,2020-04-18 10:44,232,10653,13550,530631,110,20200418,0:00,2020-04-18 10:44,10,1,435
0,NORMAL SERVICE.,1.998019828,546463,532277,2627,7829,2020-04-17 10:32,230,10635,14186,521642,109,20200417,0:00,2020-04-17 10:32,10,1,435
0,NORMAL SERVICE.,2.023423901,538775,524507,2750,7757,2020-04-16 10:55,229,10613,14268,513894,108,20200416,0:00,2020-04-16 10:55,10,1,435
0,NORMAL SERVICE.,2.038589022,534552,519526,2808,7616,2020-04-15 11:34,225,10591,15026,508935,107,20200415,0:00,2020-04-15 11:34,10,1,435
0,NORMAL SERVICE.,2.060114628,527438,512787,2873,7534,2020-04-14 10:23,222,10564,14651,502223,106,20200414,0:00,2020-04-14 10:23,10,1,435
0,NORMAL SERVICE.,2.08508129,518743,505352,2930,7447,2020-04-13 10:14,217,10537,13391,494815,105,20200413,0:00,2020-04-13 10:14,10,1,435
0,NORMAL SERVICE.,2.098903227,514621,500833,3026,7368,2020-04-12 10:20,214,10512,13788,490321,104,20200412,0:00,2020-04-12 10:20,10,1,435
0,NORMAL SERVICE.,2.111162368,510479,496409,3125,7243,2020-04-11 10:24,211,10480,14070,485929,103,20200411,0:00,2020-04-11 10:24,10,1,435
0,NORMAL SERVICE.,2.142477852,503051,487753,3246,7117,2020-04-10 10:15,208,10450,15298,477303,102,20200410,0:00,2020-04-10 10:15,10,1,435
0,NORMAL SERVICE.,2.175074395,494711,479202,3408,6973,2020-04-09 10:22,204,10423,15509,468779,101,20200409,0:00,2020-04-09 10:22,10,1,435
0,NORMAL SERVICE.,2.218116182,486003,468145,3445,6776,2020-04-08 10:15,200,10384,17858,457761,100,20200408,0:00,2020-04-08 10:15,10,1,435
0,NORMAL SERVICE.,2.262325524,477304,456654,3500,6694,2020-04-07 10:12,192,10331,20650,446323,99,20200407,0:00,2020-04-07 10:12,10,1,435
0,NORMAL SERVICE.,2.298054341,466804,447509,3591,6598,2020-04-06 10:27,186,10284,19295,437225,98,20200406,0:00,2020-04-06 10:27,10,1,435
0,NORMAL SERVICE.,2.317835811,461233,441662,3654,6463,2020-04-05 10:11,183,10237,19571,431425,97,20200405,0:00,2020-04-05 10:11,10,1,435
0,NORMAL SERVICE.,2.33531392,455032,434888,3867,6325,2020-04-04 10:32,177,10156,20144,424732,96,20200404,0:00,2020-04-04 10:32,10,1,435
0,NORMAL SERVICE.,2.371072072,443273,424365,3979,6021,2020-04-03 10:19,174,10062,18908,414303,95,20200403,0:00,2020-04-03 10:19,10,1,435
0,NORMAL SERVICE.,2.410488622,431743,413858,4155,5828,2020-04-02 10:13,169,9976,17885,403882,94,20200402,0:00,2020-04-02 10:13,10,1,435
0,NORMAL SERVICE.,2.441463644,421547,404962,4216,5567,2020-04-01 10:13,165,9887,16585,395075,92,20200401,0:00,2020-04-01 10:13,10,1,435
0,NORMAL SERVICE.,2.485825763,410564,393672,4275,5408,2020-03-31 11:00,162,9786,16892,383886,91,20200331,0:00,2020-03-31 11:00,10,1,435
0,NORMAL SERVICE.,2.531290694,395194,381663,4398,5228,2020-03-30 10:32,158,9661,13531,372002,90,20200330,0:00,2020-03-30 10:32,10,1,435
0,NORMAL SERVICE.,2.527742388,394141,379113,4523,5033,2020-03-29 10:10,152,9583,15028,369530,89,20200329,0:00,2020-03-29 10:10,10,1,435
0,NORMAL SERVICE.,2.552233541,387925,371361,4665,4811,2020-03-28 10:30,144,9478,16564,361883,88,20200328,0:00,2020-03-28 10:30,10,1,435
0,NORMAL SERVICE.,2.579739151,376961,361742,4966,4528,2020-03-27 10:17,139,9332,15219,352410,87,20200327,0:00,2020-03-27 10:17,10,1,435
0,NORMAL SERVICE.,2.635970254,364942,350573,5281,4144,2020-03-26 10:40,131,9241,14369,341332,86,20200326,0:00,2020-03-26 10:40,10,1,435
0,NORMAL SERVICE.,2.659057442,357896,343618,5410,3730,2020-03-25 10:12,126,9137,14278,334481,85,20200325,0:00,2020-03-25 10:12,10,1,435
0,NORMAL SERVICE.,2.712657065,348582,333142,5684,3507,2020-03-24 10:20,120,9037,15440,324105,84,20200324,0:00,2020-03-24 10:20,10,1,435
0,NORMAL SERVICE.,2.762262336,338036,324408,5884,3166,2020-03-23 10:27,111,8961,13628,315447,82,20200323,0:00,2020-03-23 10:27,10,1,435
0,NORMAL SERVICE.,2.804501324,331780,317240,6085,2909,2020-03-22 10:07,104,8897,14540,308343,81,20200322,0:00,2020-03-22 10:07,10,1,435
0,NORMAL SERVICE.,2.82195603,327509,311805,6325,2612,2020-03-21 10:02,102,8799,15704,303006,80,20200321,0:00,2020-03-21 10:02,10,1,435
0,NORMAL SERVICE.,2.873091828,316664,301139,6527,2233,2020-03-20 10:15,94,8652,15525,292487,79,20200320,0:00,2020-03-20 10:15,10,1,435
0,NORMAL SERVICE.,2.942085738,307024,291120,6789,1947,2020-03-19 10:07,91,8565,15904,282555,78,20200319,0:00,2020-03-19 10:07,10,1,435
0,NORMAL SERVICE.,3.012162506,295647,279301,6838,1540,2020-03-18 10:26,84,8413,16346,270888,77,20200318,0:00,2020-03-18 10:26,10,1,435
0,NORMAL SERVICE.,3.088057901,286716,269425,7024,1401,2020-03-17 10:29,81,8320,17291,261105,76,20200317,0:00,2020-03-17 10:29,10,1,435
0,NORMAL SERVICE.,3.173392208,274504,259533,7253,1137,2020-03-16 10:12,75,8236,14971,251297,75,20200316,0:00,2020-03-16 10:12,10,1,435
0,NORMAL SERVICE.,3.239660236,268212,251940,7300,834,2020-03-15 10:01,75,8162,16272,243778,74,20200315,0:00,2020-03-15 10:01,10,1,435
0,NORMAL SERVICE.,3.318000336,261335,243701,7402,714,2020-03-14 10:29,72,8086,17634,235615,73,20200314,0:00,2020-03-14 10:29,10,1,435
0,NORMAL SERVICE.,3.458499309,248647,230707,7470,510,2020-03-13 10:07,67,7979,17940,222728,72,20200313,0:00,2020-03-13 10:07,10,1,435
0,NORMAL SERVICE.,3.621744273,234998,217271,7407,333,2020-03-12 10:37,66,7869,17727,209402,71,20200312,0:00,2020-03-12 10:37,10,1,435
0,NORMAL SERVICE.,3.804174536,222395,203855,7212,288,2020-03-11 10:17,60,7755,18540,196100,70,20200311,0:00,2020-03-11 10:17,10,1,435
0,NORMAL SERVICE.,3.919308057,210144,191692,7165,247,2020-03-10 10:20,54,7513,18452,184179,69,20200310,0:00,2020-03-10 10:20,10,1,435
0,NORMAL SERVICE.,4.120339361,196618,179160,6954,166,2020-03-09 10:47,51,7382,17458,171778,68,20200309,0:00,2020-03-09 10:47,10,1,435
0,NORMAL SERVICE.,4.21775786,188518,169142,6605,130,2020-03-08 11:16,50,7134,19376,162008,67,20200308,0:00,2020-03-08 11:16,10,1,435
0,NORMAL SERVICE.,4.267542836,178189,158569,6134,118,2020-03-07 11:00,44,6767,19620,151802,66,20200307,0:00,2020-03-07 11:00,10,1,435
0,NORMAL SERVICE.,4.397234584,164740,142908,5643,108,2020-03-06 12:55,42,6284,21832,136624,65,20200306,0:00,2020-03-06 12:55,10,1,435
0,NORMAL SERVICE.,4.622748154,146541,124731,5255,88,2020-03-05 10:15,35,5766,21810,118965,64,20200305,0:00,2020-03-05 10:15,10,1,435
0,NORMAL SERVICE.,4.919985595,136707,108293,4750,41,2020-03-04 10:21,32,5328,28414,102965,63,20200304,0:00,2020-03-04 10:21,10,1,435
0,NORMAL SERVICE.,5.329139718,125851,90296,4159,34,2020-03-03 10:46,28,4812,35555,85484,62,20200303,0:00,2020-03-03 10:46,10,1,435
0,NORMAL SERVICE.,5.557314756,109591,75792,,31,2020-03-02 10:52,22,4212,33799,71580,61,20200302,0:00,2020-03-02 10:52,10,1,435
0,NORMAL SERVICE.,,,,,30,2020-03-01 17:41,18,3736,33360,,60,20200301,16:00,2020-03-01 17:41,10,1,435
0,NORMAL SERVICE.,,,,,28,2020-02-29 17:16,17,3150,35182,,58,20200229,16:00,2020-02-29 17:16,10,1,435
0,NORMAL SERVICE.,,,,,27,2020-02-28 17:01,13,2337,30237,,56,20200228,16:00,2020-02-28 17:01,10,1,435
0,NORMAL SERVICE.,,,,,26,2020-02-27 17:32,13,1766,25568,,54,20200227,16:00,2020-02-27 17:32,10,1,435
0,NORMAL SERVICE.,,,,,24,2020-02-26 17:00,12,1261,20716,,52,20200226,16:00,2020-02-26 17:00,10,1,435
0,NORMAL SERVICE.,,,,,22,2020-02-25 17:02,10,977,13880,,50,20200225,16:00,2020-02-25 17:02,10,1,435
0,NORMAL SERVICE.,,,,,22,2020-02-24 17:03,7,833,11631,,48,20200224,16:00,2020-02-24 17:03,10,1,435
0,NORMAL SERVICE.,,,,,18,2020-02-23 17:05,5,602,8057,,46,20200223,16:00,2020-02-23 17:05,10,1,435
0,NORMAL SERVICE.,,,,,18,2020-02-22 17:00,2,433,6037,,44,20200222,16:00,2020-02-22 17:00,10,1,435
0,NORMAL SERVICE.,,,,,17,2020-02-21 17:13,1,204,3180,,42,20200221,16:00,2020-02-21 17:13,10,1,435
0,NORMAL SERVICE.,,,,,16,2020-02-20 17:12,1,104,1860,,39,20200220,16:00,2020-02-20 17:12,10,1,435
0,NORMAL SERVICE.,,,,,16,2020-02-19 17:00,0,51,1149,,37,20200219,16:00,2020-02-19 17:00,10,1,435
0,NORMAL SERVICE.,,,,,12,2020-02-18 16:42,0,31,818,,35,20200218,16:00,2020-02-18 16:42,10,1,435
0,NORMAL SERVICE.,,,,,10,2020-02-17 16:50,0,30,708,,32,20200217,16:00,2020-02-17 16:50,10,1,435
0,NORMAL SERVICE.,,,,,9,2020-02-16 16:57,0,29,485,,30,20200216,16:00,2020-02-16 16:57,10,1,435
0,NORMAL SERVICE.,,,,,9,2020-02-15 17:00,0,28,558,,28,20200215,16:00,2020-02-15 17:00,10,1,435
0,NORMAL SERVICE.,,,,,7,2020-02-14 17:16,0,28,535,,26,20200214,16:00,2020-02-14 17:16,10,1,435
0,NORMAL SERVICE.,,,,,7,2020-02-13 17:09,0,28,562,,24,20200213,16:00,2020-02-13 17:09,10,1,435
0,NORMAL SERVICE.,,,,,7,2020-02-12 16:56,0,28,785,,22,20200212,16:00,2020-02-12 16:56,10,1,435
0,NORMAL SERVICE.,,,,,4,2020-02-11 17:09,0,28,762,,20,20200211,16:00,2020-02-11 17:09,10,1,435
0,NORMAL SERVICE.,,,,,3,2020-02-10 17:03,0,27,531,,18,20200210,16:00,2020-02-10 17:03,10,1,435
0,NORMAL SERVICE.,,,,,3,2020-02-09 16:59,0,27,888,,16,20200209,16:00,2020-02-09 16:59,10,1,435
0,NORMAL SERVICE.,,,,,2,2020-02-08 17:01,0,24,939,,14,20200208,16:00,2020-02-08 17:01,10,1,435
0,NORMAL SERVICE.,,,,,2,2020-02-07 17:20,0,24,327,,9,20200207,16:00,2020-02-07 17:20,10,1,435
0,NORMAL SERVICE.,,,,,1,2020-02-06 9:09,0,23,169,,7,20200206,9:00,2020-02-06 9:09,10,1,435
0,NORMAL SERVICE.,,,,,1,2020-02-05 20:05,0,19,40,,6,20200205,19:00,2020-02-05 20:05,10,1,435
0,NORMAL SERVICE.,,,,,0,2020-02-03 21:26,0,0,0,,4,20200204,0:00,2020-02-03 21:26,10,1,435
0,NORMAL SERVICE.,,,,,0,2020-02-03 14:41,0,15,0,,3,20200203,9:00,2020-02-03 14:41,10,1,435
0,NORMAL SERVICE.,,,,,2,2020-02-03 12:22,2,2,2,,2,20200202,9:00,2020-02-03 12:22,10,1,435
0,NORMAL SERVICE.,,,,,1,2020-01-31 17:47,0,0,1,,1,20200201,18:00,2020-01-31 17:47,10,1,435
0,NORMAL SERVICE.,,,,,1,2020-01-31 17:47,0,0,1,,1,20200101,18:00,2020-02-03 12:21,10,1,435
